attendance,study_hours,sleep_hours,screen_time,assignment_load,exam_frequency,social_interaction,burnout_level
55.58,7.99,6.67,6.27,1,3,7.17,0
75.79,4.23,4.72,3.75,4,5,4.72,0
63.38,4.65,4.05,3.31,5,3,4.25,0
91.77,6.46,8.04,3.89,2,5,7.64,0
50.73,9.4,4.88,6.02,3,1,7.67,0
68.95,4.48,7.03,4.17,1,5,6.46,0
66.87,4.01,5.68,9.58,2,2,3.62,0
50.97,8.31,6.93,5.71,1,1,9.33,0
56.22,6.5,5.58,2.47,2,3,5.97,0
70.68,9.38,4.43,7.83,3,3,8.11,0
74.64,4.03,5.11,4.63,1,2,2.93,0
70.21,7.52,4.94,7.23,3,3,4.1,0
76.55,4.63,6.14,4.24,1,1,8.87,0
79.76,4.1,7.29,6.57,2,1,1.45,0
50.5,7.78,5.32,8.18,5,5,5.61,0
73.2,7.16,4.06,9.42,5,4,5.34,0
98.17,8.28,6.59,4.09,4,3,7.76,0
75.95,5.17,7.03,4.68,4,2,3.54,0
83.88,6.14,8.81,5.71,3,1,2.97,0
65.59,5.84,6.95,9.42,1,1,9.34,0
88.7,9.89,6.36,9.21,4,1,6.15,0
88.65,5.05,6.87,2.72,2,4,1.94,0
76.06,5.06,8.64,3.06,5,4,2.74,0
98.8,5.48,8.14,5.96,1,3,9.99,0
56.28,6.95,5.61,2.85,5,2,2.76,0
50.85,4.77,5.19,4.76,1,4,6.49,0
88.51,9.41,5.31,3.19,4,5,4.78,0
90.36,4.86,6.52,7.09,4,4,8.97,0
56.01,9.27,7.72,9.6,3,1,7.8,0
63.28,3.72,6.52,9.97,1,2,6.37,0
50.88,7.6,4.34,5.0,2,3,1.1,0
64.67,9.35,7.62,6.79,4,4,8.92,0
88.66,4.18,8.03,8.85,3,1,5.0,0
75.9,9.78,5.45,2.94,4,5,9.38,0
67.4,6.17,7.32,7.52,5,5,5.46,0
68.59,9.62,6.13,5.27,4,3,7.25,0
50.07,7.74,8.45,3.65,1,3,1.62,0
64.99,5.11,8.23,5.22,3,4,7.71,0
82.32,4.32,6.63,2.61,1,3,4.04,0
98.71,5.13,7.46,7.56,2,1,4.16,0
92.35,3.65,8.42,4.02,2,1,2.07,0
51.18,4.01,6.48,4.49,4,1,2.32,0
94.93,3.73,5.57,2.97,3,4,2.67,0
89.16,5.96,7.77,8.92,3,4,3.95,0
89.02,8.57,5.1,5.95,3,3,9.03,0
72.9,3.99,5.94,6.58,3,4,4.31,0
69.9,3.91,8.33,6.56,4,1,7.52,0
65.15,7.5,7.62,5.28,1,2,1.74,0
53.28,4.38,6.02,3.54,4,1,6.32,0
61.41,3.68,5.07,7.96,1,2,5.34,0
62.33,4.17,5.78,3.02,5,3,9.8,0
74.2,9.47,5.42,2.83,5,5,8.62,0
87.37,8.75,4.88,7.68,1,4,5.09,0
73.69,5.48,7.72,3.67,4,4,7.98,0
52.89,7.59,5.26,4.45,2,1,2.74,0
97.89,6.76,6.27,5.8,4,1,6.06,0
97.14,7.74,5.93,5.59,2,2,1.67,0
89.26,7.78,8.91,7.67,4,4,4.13,0
99.57,7.4,5.96,6.99,3,3,3.03,0
77.22,4.86,4.4,7.16,3,1,7.47,0
98.14,3.27,4.45,7.71,5,4,5.41,0
53.78,6.19,6.95,4.34,5,5,7.76,0
68.28,9.24,7.0,4.58,1,2,5.64,0
61.27,6.99,6.09,5.5,2,1,1.78,0
59.79,8.83,6.16,4.46,3,1,7.62,0
57.04,9.94,4.27,9.88,4,3,8.5,0
81.12,4.15,6.58,8.51,1,1,9.13,0
89.07,7.84,6.52,3.32,4,4,6.15,0
78.91,7.72,4.75,2.04,3,4,7.78,0
57.35,9.86,4.52,2.34,3,4,7.77,0
90.56,9.9,4.62,3.95,3,5,2.4,0
81.8,7.81,4.51,2.91,3,5,2.48,0
69.41,4.71,7.05,6.27,4,1,1.64,0
83.71,8.59,4.98,8.86,1,5,3.88,0
63.0,3.75,5.26,7.89,3,5,5.26,0
67.26,8.46,4.87,3.72,5,3,9.98,0
95.87,9.37,8.79,5.19,1,5,4.88,0
64.53,5.68,8.27,6.06,5,2,7.54,0
73.5,7.41,5.15,8.48,4,2,7.24,0
94.51,6.01,5.64,8.71,3,2,2.84,0
85.39,6.06,5.05,9.28,1,1,1.53,0
53.11,5.17,6.46,6.07,3,4,5.91,0
57.37,8.33,4.1,7.55,3,3,7.3,0
50.39,9.55,7.36,2.89,1,1,9.98,0
81.55,9.59,6.62,6.52,3,4,4.23,0
72.38,4.22,8.49,3.99,3,3,9.07,0
56.71,9.12,4.82,5.45,2,3,4.44,0
97.9,8.16,8.02,7.07,2,3,7.2,0
76.48,4.77,7.96,4.06,1,2,6.38,0
62.09,3.47,4.64,2.42,1,2,1.48,0
75.03,4.88,5.99,2.08,3,2,1.71,0
83.98,9.39,4.85,2.18,5,3,1.19,0
53.81,7.43,5.27,2.07,1,3,4.34,0
63.74,8.05,5.32,2.88,3,2,7.71,0
90.35,4.8,6.78,3.92,5,3,2.55,0
72.98,8.04,6.06,3.77,2,2,6.45,0
77.33,3.2,8.74,9.89,1,2,3.6,0
71.64,5.63,4.63,4.45,3,2,8.17,0
52.19,7.39,8.87,3.02,2,4,8.19,0
58.29,4.02,5.15,6.36,4,3,7.98,0
72.28,8.76,7.86,8.86,2,1,5.72,0
60.46,4.65,5.69,7.42,3,2,3.56,0
52.5,7.57,4.72,4.37,5,1,8.28,0
92.18,5.84,8.29,6.49,4,4,2.67,0
99.06,7.17,5.54,7.72,4,3,3.61,0
89.66,3.75,7.29,7.82,4,2,2.66,0
92.69,3.12,6.83,7.33,1,2,7.07,0
62.1,9.37,6.36,8.97,3,2,7.18,0
98.03,4.89,6.48,8.96,4,1,6.87,0
59.85,8.74,7.66,6.63,2,4,4.74,0
97.57,10.0,4.44,5.44,5,3,1.9,0
99.74,4.48,7.34,7.13,3,4,9.2,0
85.59,4.86,8.48,8.55,2,2,5.57,0
99.06,7.64,4.29,2.05,1,4,4.66,0
78.48,9.76,4.7,9.94,4,1,6.3,0
62.98,9.41,7.58,3.46,2,5,2.74,0
71.85,6.52,6.19,5.76,3,5,2.19,0
79.68,8.57,6.02,8.98,2,3,4.65,0
53.65,3.95,4.68,3.8,1,3,3.04,0
81.12,9.84,6.53,5.81,5,4,3.2,0
99.06,9.75,4.63,3.06,4,3,9.03,0
59.51,4.15,6.38,5.16,3,1,5.78,0
89.63,5.1,7.82,3.42,4,2,5.35,0
95.39,3.7,5.29,4.91,4,2,7.21,0
97.19,4.9,6.4,4.99,4,4,9.56,0
98.01,8.71,8.96,9.95,2,2,2.01,0
76.07,5.65,7.43,9.96,2,4,8.5,0
98.87,3.62,8.21,2.92,5,3,6.26,0
87.87,5.4,6.07,7.81,1,3,2.32,0
58.08,9.87,7.84,2.41,3,1,3.67,0
73.85,7.41,4.2,2.24,2,2,5.34,0
85.92,5.91,4.61,2.84,4,1,7.22,0
62.37,4.17,5.02,9.72,1,5,3.18,0
82.03,9.9,6.01,9.53,3,1,5.81,0
83.33,8.75,8.23,3.55,3,4,7.16,0
58.13,4.97,5.73,3.29,3,4,5.04,0
78.25,3.49,7.27,3.92,3,1,8.77,0
88.58,3.4,7.55,6.12,5,3,8.83,0
74.94,3.84,6.93,6.56,3,5,5.24,0
50.61,7.07,5.79,3.77,1,1,9.76,0
50.45,9.5,6.89,8.05,2,3,1.68,0
67.85,6.48,5.71,4.48,1,1,1.03,0
96.31,8.9,4.42,9.38,4,2,4.43,0
61.43,6.12,8.96,7.25,5,4,6.41,0
81.72,7.96,4.64,5.49,5,2,6.66,0
61.1,8.12,4.36,8.32,4,2,5.29,0
66.08,4.22,8.39,8.54,1,5,2.12,0
92.4,5.53,5.51,4.32,1,3,2.53,0
86.44,7.46,7.25,4.72,4,4,8.67,0
54.77,3.49,5.65,9.49,3,2,8.81,0
71.44,5.53,5.96,3.32,3,4,7.07,0
51.46,6.74,5.31,2.34,2,3,6.98,0
74.04,9.97,5.72,5.63,1,1,6.38,0
83.12,6.32,6.05,8.41,1,2,2.83,0
55.93,8.71,7.6,8.17,4,3,4.85,0
64.44,6.02,6.56,9.36,4,4,7.26,0
69.89,8.57,8.72,6.27,3,3,5.84,0
95.98,7.17,4.21,2.8,1,1,1.17,0
99.66,9.21,6.52,6.71,1,3,9.58,0
52.25,5.88,6.92,8.23,5,4,8.6,0
88.05,7.23,8.6,2.75,2,2,3.34,0
68.59,7.41,4.25,3.38,2,2,6.55,0
69.62,5.92,6.87,2.1,3,5,9.31,0
87.71,4.01,8.27,6.75,1,4,1.86,0
95.92,3.65,5.21,9.09,5,5,5.53,0
97.55,3.12,8.38,7.37,1,5,5.11,0
78.86,9.11,4.1,9.86,4,1,4.69,0
67.86,4.66,7.66,2.5,3,4,8.52,0
89.38,4.48,8.67,9.22,2,2,4.43,0
62.55,8.15,7.29,8.51,1,4,1.57,0
78.2,5.24,6.2,4.51,3,1,1.59,0
67.93,6.54,4.22,9.79,2,4,1.38,0
82.83,4.14,8.6,4.3,1,4,4.68,0
62.02,9.72,6.35,9.11,5,5,7.47,0
59.58,8.96,4.14,9.05,3,4,2.83,0
95.91,9.05,7.45,8.06,1,5,6.82,0
55.09,5.85,6.41,6.51,2,5,7.18,0
75.3,8.34,4.62,2.96,2,3,3.3,0
61.04,4.01,5.07,6.26,5,1,6.41,0
51.95,3.06,4.32,4.85,3,5,7.16,0
51.8,3.14,6.87,8.34,3,4,5.2,0
58.76,7.11,7.11,8.07,1,5,4.03,0
93.34,6.19,6.53,9.28,2,5,6.57,0
64.12,6.63,8.09,2.12,2,5,9.8,0
97.52,3.05,8.31,8.47,5,2,4.84,0
79.08,5.96,7.08,9.51,5,2,4.53,0
71.83,8.03,4.06,8.31,3,2,5.18,0
79.0,6.1,7.48,3.04,2,2,1.69,0
75.83,8.13,6.09,2.65,1,3,5.98,0
87.94,4.63,6.83,2.17,4,5,3.96,0
64.12,8.69,7.25,7.03,1,3,2.09,0
67.65,7.12,5.75,7.04,5,4,5.2,0
94.7,4.48,8.59,9.9,1,1,1.03,0
97.32,4.66,4.67,5.18,2,3,4.62,0
94.63,7.4,7.36,4.66,3,2,1.95,0
70.97,8.81,4.02,7.0,4,2,1.22,0
89.02,5.91,8.62,8.6,3,4,8.42,0
73.82,4.81,4.56,9.49,4,5,9.25,0
74.88,9.07,4.47,8.42,4,1,2.87,0
60.23,7.68,5.67,5.41,2,3,5.85,0
79.56,6.14,5.87,7.08,2,5,3.5,0
59.31,6.42,5.07,8.85,5,5,5.44,0
66.58,4.43,6.93,5.92,5,3,4.93,0
92.75,7.39,6.21,3.73,4,3,3.42,0
60.35,5.51,4.17,3.36,5,3,7.3,0
53.56,9.97,5.6,2.0,2,3,2.14,0
53.45,6.36,8.05,7.75,5,2,1.48,0
97.04,6.4,7.45,2.89,4,5,7.91,0
75.35,6.96,7.62,3.95,3,5,6.99,0
70.47,9.42,7.49,4.38,1,2,5.49,0
90.54,8.61,5.55,6.48,5,5,5.21,0
91.79,6.16,4.5,5.18,2,3,5.48,0
66.61,8.03,5.36,7.4,3,1,4.93,0
84.68,7.1,8.16,2.45,2,5,4.54,0
88.56,6.45,8.9,2.99,5,1,5.5,0
82.73,4.35,6.47,5.99,4,1,5.76,0
57.58,6.25,4.05,4.7,1,2,7.23,0
93.79,4.72,4.7,4.37,1,4,7.4,0
76.95,9.4,5.61,2.54,3,5,4.4,0
64.12,5.35,6.89,9.17,1,2,4.72,0
71.26,9.67,4.38,7.53,4,2,4.36,0
51.88,6.73,8.72,2.97,2,1,5.83,0
56.39,7.42,5.83,2.52,4,5,5.08,0
88.28,6.8,8.56,9.8,3,2,9.01,0
50.0,3.91,7.9,7.45,3,3,7.27,0
70.83,5.63,7.78,5.34,1,2,9.09,0
76.13,3.69,7.03,7.61,4,3,7.38,0
52.73,7.36,7.13,8.05,2,4,9.74,0
98.65,6.13,7.19,8.24,4,3,6.72,0
61.31,8.45,7.14,5.82,2,3,9.67,0
65.21,4.54,6.77,5.44,2,1,2.42,0
65.2,4.15,8.93,2.09,4,2,1.47,0
61.52,5.84,7.66,9.41,5,4,6.21,0
50.07,9.49,7.88,6.83,4,2,9.85,0
86.47,7.97,8.36,3.63,2,3,4.76,0
98.34,5.93,5.08,9.36,3,3,2.91,0
61.21,6.62,4.42,9.32,3,2,5.69,0
83.15,3.59,6.41,9.91,1,4,6.84,0
87.09,9.89,6.57,8.99,3,4,3.84,0
92.42,7.66,8.15,9.98,5,1,7.43,0
71.13,5.0,6.22,3.96,2,3,9.78,0
65.15,7.1,6.85,8.74,4,3,9.07,0
66.26,3.77,6.64,8.58,4,1,3.62,0
85.63,9.76,4.19,3.85,5,2,3.94,0
90.84,4.22,7.08,2.79,3,3,4.34,0
59.08,7.54,8.14,9.84,2,2,4.55,0
68.55,4.72,4.79,4.37,3,4,1.9,0
95.1,8.02,6.97,8.97,1,5,7.86,0
90.33,8.44,6.97,2.03,3,1,4.29,0
99.24,7.71,4.82,2.17,1,3,8.92,0
87.71,7.3,4.62,5.73,4,1,9.34,0
69.66,9.25,8.9,3.91,2,4,1.22,0
79.53,3.55,5.97,7.52,1,4,9.9,0
83.05,5.32,5.14,6.52,3,4,7.39,0
53.92,4.74,4.86,2.62,3,4,5.68,0
77.22,9.92,7.34,3.3,4,5,4.51,0
85.47,5.73,7.05,5.1,5,2,5.67,0
58.37,8.13,7.22,3.48,5,2,3.92,0
89.03,7.79,4.44,8.34,3,5,6.6,0
79.19,4.48,8.47,5.33,5,2,1.84,0
97.61,4.67,5.95,2.75,2,4,6.59,0
52.12,4.97,5.57,5.87,5,2,3.48,0
63.27,5.88,6.31,2.73,2,1,1.16,0
80.08,4.64,5.95,3.03,3,2,5.97,0
64.83,3.14,8.32,3.92,3,1,6.21,0
85.72,9.16,8.65,8.88,3,3,4.84,0
87.95,9.76,5.52,9.4,4,1,1.65,0
55.13,5.39,8.32,8.61,5,1,9.04,0
75.69,5.37,7.91,4.67,1,4,6.5,0
75.44,3.05,8.65,4.18,1,4,2.04,0
68.46,7.76,5.23,6.39,3,4,5.6,0
96.65,8.78,6.88,7.77,5,1,5.48,0
91.38,4.03,5.37,9.95,2,5,1.54,0
84.86,4.12,8.12,3.05,1,4,6.46,0
85.72,8.53,4.03,2.39,3,4,8.27,0
73.09,7.31,6.82,7.55,1,1,7.74,0
96.05,3.31,5.7,8.66,1,3,2.83,0
84.73,7.36,5.61,8.77,1,3,8.76,0
86.45,5.16,7.22,7.43,3,2,4.08,0
93.08,5.58,8.26,9.63,3,3,9.52,0
63.7,8.39,7.05,6.09,4,4,1.65,0
90.35,8.68,8.27,9.31,4,5,5.38,0
59.76,5.8,5.32,9.74,4,2,6.37,0
67.27,9.63,6.6,8.78,1,5,3.23,0
66.78,5.85,6.25,4.48,5,5,7.94,0
98.93,8.4,4.06,3.57,3,4,6.64,0
92.83,6.39,6.78,6.38,4,1,1.16,0
85.06,9.28,7.31,5.62,5,1,6.48,0
86.35,9.35,6.96,9.02,4,1,5.42,0
78.1,3.61,7.68,2.8,4,3,2.76,0
97.35,9.56,6.86,4.06,5,1,9.96,0
74.81,8.78,4.33,8.01,4,4,9.07,0
69.03,8.54,4.58,2.76,1,3,3.63,0
58.15,4.41,6.98,4.57,1,1,5.87,0
89.31,8.64,5.37,5.1,1,5,3.85,0
86.72,8.95,4.4,6.98,2,4,7.98,0
69.22,5.02,6.15,3.27,4,4,9.37,0
51.26,9.67,6.77,8.88,2,2,4.23,0
91.95,3.35,5.64,5.58,3,4,8.25,0
50.57,4.05,7.6,9.34,5,5,5.49,0
85.18,6.76,7.22,5.74,3,4,4.57,0
98.51,7.03,5.66,4.2,2,2,9.45,0
71.88,7.52,7.77,3.13,1,4,5.59,0
61.75,3.12,7.24,2.03,4,4,5.21,0
85.24,9.72,7.19,6.26,4,2,7.05,0
90.86,3.31,6.77,2.86,1,4,3.35,0
77.32,4.0,4.06,5.13,4,3,3.92,0
98.35,3.1,7.48,6.71,5,4,9.39,0
52.58,6.97,5.88,4.21,5,1,7.11,0
75.24,9.53,8.71,3.4,5,1,8.44,0
85.92,7.66,8.09,8.2,3,3,3.44,0
93.13,8.76,6.94,9.57,1,4,5.89,0
58.96,3.09,5.26,2.8,5,5,9.74,0
90.0,6.79,5.02,3.24,2,4,3.87,0
77.64,6.22,5.7,9.68,5,1,2.44,0
69.83,6.49,6.38,2.3,3,2,5.6,0
56.59,3.51,5.48,9.82,2,3,4.49,0
93.26,7.79,6.57,2.04,1,2,2.44,0
57.86,6.52,4.83,8.99,1,5,9.0,0
65.49,8.36,8.89,4.46,5,4,9.92,0
64.5,6.4,4.54,9.51,2,5,6.12,0
93.57,4.05,8.66,4.54,2,2,7.97,0
